RTC_Time,Elapsed_s,Temp_C,Setpoint_C,PWM_pct,Error_C
14:33:46,1,33.79,60.0,100,26.21
14:33:48,3,33.79,60.0,100,26.21
14:33:50,5,33.78,60.0,100,26.22
14:33:52,7,33.78,60.0,100,26.22
14:33:54,9,33.78,60.0,100,26.22
14:33:56,11,33.78,60.0,100,26.22
14:33:58,13,33.78,60.0,100,26.22
14:34:00,15,33.78,60.0,100,26.22
14:34:02,17,33.78,60.0,100,26.22
14:34:04,19,33.78,60.0,100,26.22
14:34:06,21,33.78,60.0,100,26.22
14:34:08,23,33.78,60.0,100,26.22
14:34:10,25,33.77,60.0,100,26.23
14:34:12,27,33.77,60.0,100,26.23
14:34:14,29,33.77,60.0,100,26.23
14:34:16,31,33.76,60.0,100,26.24
14:34:18,33,33.76,60.0,100,26.24
14:34:20,35,33.76,60.0,100,26.24
14:34:23,37,33.76,60.0,100,26.24
14:34:25,39,33.76,60.0,100,26.24
